name,surface_class,orient_class,surface_voxels,surface_fraction,hf_energy,hf_energy_norm,dynamic_range,intensity_p50,n_samples,polarity,oriented,search_radius,noise_sigma,global_peak_offset,global_peak_offset_raw,global_peak_ci95,global_peak_ci95_width,global_offset_reliable,global_profile_contrast,global_profile_snr,n_cells,n_cells_considered,cell_frac_unresolved,cell_frac_low_snr,cell_size,neighbour_ridge_pos,neighbour_ridge_neg,winding_spacing,dominant_ridge_at,recommended_radius,cell_offset_median,cell_offset_mean,cell_abs_offset_median,cell_abs_offset_p90,cell_frac_ge_1vx,cell_frac_ge_2vx,cell_offset_worst,cell_snr_median,cell_voxels_median,naive_mean_signed_offset,naive_median_abs_offset,naive_frac_offset_ge_1vx,naive_median_prominence_snr,naive_frac_flat_support,overlay_png,drift_png
sample_00011,1,2,1728781,0.05275820922851562,15.487292289733887,0.08849881589412689,175.0,56.0,37818,bright,False,11.9,6.856928825378418,1.6247739791870117,1.6247739791870117,"[1.5869513273239135, 1.6651244401931762]",0.07817311286926265,True,50.92417907714844,7.426674590623018,73,73,0.0,0.0,64,22.0,-23.0,22.0,2.0,11.9,1.6170969009399414,1.5206433257011518,1.6170969009399414,3.2281091690063475,0.684931506849315,0.3698630136986301,7.398286819458008,193.67322328113454,525.0,0.9407645590894663,1.9043694734573364,0.7243607676383371,14.352022171020508,0.014275,,
sample_00012,1,2,1828439,0.05579953002929688,12.193479537963867,0.07172635197639465,170.0,56.0,38102,bright,False,9.475000000000001,5.117063522338867,2.5743284225463867,2.5743284225463867,"[2.5282663106918335, 2.632004189491272]",0.1037378787994383,True,44.075077056884766,8.613353511144078,94,94,0.0,0.0,64,26.5,-15.5,15.5,2.5,9.475000000000001,2.1902213096618652,2.5517860676379915,2.1902213096618652,4.733811283111573,0.8297872340425532,0.5106382978723404,6.52827262878418,205.18587520372296,367.5,1.4227944494981741,2.350604072213173,0.7747269698278522,16.816661834716797,0.0182,,
sample_00013,1,2,981384,0.029949462890625,16.302478790283203,0.09369240701198578,174.0,60.0,37946,bright,False,10.775,7.6944260597229,1.693833351135254,1.693833351135254,"[1.6451572895050048, 1.7433510303497315]",0.09819374084472665,True,43.952537536621094,5.712256794134943,48,48,0.0,0.0,64,19.5,-23.0,19.5,2.0,10.775,1.5600147247314453,1.348922183116277,1.7002382278442383,3.5874814987182617,0.7708333333333334,0.4166666666666667,5.338804244995117,207.09774956488303,749.0,-0.8155346396071254,2.022509628906846,0.7421690180989027,12.157480239868164,0.023525,,
sample_00014,1,2,2442777,0.07454763793945313,18.158367156982422,0.10258964449167252,177.0,77.0,37508,bright,False,8.025,9.738101959228516,1.4574737548828125,1.4574737548828125,"[1.4106707334518434, 1.510448956489563]",0.09977822303771955,True,38.503028869628906,3.9538535364317795,85,87,0.022988505747126436,0.0,64,23.5,-14.5,14.5,1.5,8.025,1.5587339401245117,1.5559646606445312,1.5587339401245117,2.9153112411499027,0.7058823529411765,0.3058823529411765,4.99409294128418,101.38182864730005,384.0,-0.6393632634378915,1.9412969462573528,0.720238612341818,9.711875915527344,0.05475,,
sample_00015,1,2,1171361,0.03574710083007813,18.52410888671875,0.10067450255155563,184.0,57.0,37294,bright,False,9.25,9.13171100616455,2.210127830505371,2.210127830505371,"[2.1637253522872926, 2.2614081144332885]",0.09768276214599592,True,58.262413024902344,6.380229618038842,50,50,0.0,0.0,64,20.5,-15.0,15.0,2.5,9.25,2.340806484222412,2.5158359718322756,2.466935634613037,4.406079769134522,0.92,0.66,4.917699813842773,195.6535553414099,697.0,1.151445306537267,2.08266594260931,0.7405738060154287,10.987458229064941,0.032775,,
sample_00016,1,2,2277921,0.06951663208007812,13.609064102172852,0.07688736915588379,177.0,52.0,37235,bright,False,8.525,4.789597511291504,2.0847301483154297,2.0847301483154297,"[2.0217061758041384, 2.1415637016296385]",0.11985752582550013,True,44.574676513671875,9.306559978909881,78,79,0.012658227848101266,0.0,64,21.5,-14.5,14.5,2.0,8.525,2.34182071685791,2.0783176605518046,2.34182071685791,3.5775579452514648,0.8076923076923077,0.6153846153846154,6.328181266784668,247.70833228585673,439.5,-1.122994520575602,2.130414269864559,0.7527314881901174,21.23857307434082,0.00775,,
sample_00017,1,2,875419,0.026715667724609374,18.382932662963867,0.10504532605409622,175.0,94.0,35710,bright,False,13.325000000000001,10.17259407043457,,3.928330421447754,"[3.5907856941223146, 4.230322360992432]",0.639536666870117,False,18.817550659179688,1.8498281292743854,41,41,0.0,0.0,64,25.5,-18.5,18.5,5.0,13.325000000000001,2.129518508911133,2.0169748213233016,2.3738365173339844,6.679274559020996,0.8292682926829268,0.5853658536585366,12.125313758850098,101.38212731588193,771.0,0.4760830273895788,2.5174180809408426,0.7930453041486384,8.096031188964844,0.12275,,
sample_00018,1,2,1015597,0.030993560791015624,16.92194175720215,0.09614739567041397,176.0,61.0,36726,bright,False,8.875,8.380950927734375,1.210474967956543,1.210474967956543,"[1.1663919687271118, 1.2590576171875]",0.09266564846038827,True,50.34433364868164,6.006995397393555,45,45,0.0,0.0,64,25.0,-17.5,17.5,1.0,8.875,1.1279001235961914,1.15031615363227,1.3258686065673828,2.66142807006836,0.6666666666666666,0.24444444444444444,5.368008613586426,195.70473580856748,813.0,-0.5803740710311329,1.8565562292933464,0.712696682596909,12.258352279663086,0.0224,,
sample_00019,1,2,2573333,0.07853189086914063,17.342565536499023,0.09853730350732803,176.0,60.0,37731,bright,False,8.525,8.596073150634766,1.856614112854004,1.856614112854004,"[1.773395037651062, 1.9480355978012085]",0.1746405601501464,True,29.90666961669922,3.4791083198833412,93,94,0.010638297872340425,0.0,64,17.5,-14.5,14.5,2.0,8.525,1.9636192321777344,1.5520844510806504,1.9930896759033203,3.5904449462890624,0.7204301075268817,0.4946236559139785,4.7099103927612305,100.16362357390513,351.0,0.6786199684001403,2.193851474672556,0.7566667657638909,10.422471046447754,0.05005,,
sample_00020,1,2,1483855,0.045283660888671876,16.28847312927246,0.09361191093921661,174.0,56.0,39050,bright,False,8.350000000000001,7.217438697814941,1.7843618392944336,1.7843618392944336,"[1.7334317445755005, 1.8456496000289917]",0.11221785545349117,True,37.866676330566406,5.246553232524224,57,57,0.0,0.0,64,32.5,-13.0,13.0,2.5,8.350000000000001,1.895157814025879,1.7510959809286553,1.8987321853637695,3.67383804321289,0.8070175438596491,0.43859649122807015,-5.393609046936035,157.9000633763773,663.0,0.8372610656362139,2.078322798013687,0.7392936759357034,11.976877212524414,0.04385,,
sample_00021,1,2,1492806,0.04555682373046875,14.448833465576172,0.08400484919548035,172.0,55.0,37971,bright,False,10.6,5.67840576171875,2.2009496688842773,2.2009496688842773,"[2.1436572074890137, 2.2638190746307374]",0.12016186714172372,True,47.22911834716797,8.317320094588059,68,68,0.0,0.0,64,29.0,-18.0,18.0,2.5,10.6,2.070343494415283,2.1075509786605835,2.3150992393493652,4.395870685577393,0.7647058823529411,0.5441176470588235,7.926301956176758,228.71090888523696,558.0,1.106624961151904,2.1346383206546307,0.7584782234463763,16.068527221679688,0.016575,,
sample_00022,1,2,2064890,0.06301544189453125,12.843963623046875,0.07690995931625366,167.0,58.0,37527,bright,False,10.475000000000001,5.538808822631836,3.0709476470947266,3.0709476470947266,"[3.003002715110779, 3.139684462547302]",0.13668174743652317,True,38.80900573730469,7.006742240087661,84,84,0.0,0.0,64,17.0,-15.5,15.5,3.5,10.475000000000001,3.1920456886291504,2.9932717936379567,3.2076072692871094,4.9203045845031745,0.9523809523809523,0.7738095238095238,7.638700485229492,176.5043100573634,433.5,1.2989561994929937,2.4528390504419804,0.7858573654255826,14.571479797363281,0.0248,,
sample_00023,1,2,757695,0.023123016357421877,11.248379707336426,0.07030237466096878,160.0,65.0,36137,bright,False,10.1,5.283428192138672,2.1540040969848633,2.1540040969848633,"[2.115776705741882, 2.197244477272034]",0.08146777153015172,True,39.97958755493164,7.566978503543995,47,47,0.0,0.0,64,21.0,-18.0,18.0,2.0,10.1,2.127521514892578,2.308225266476895,2.127521514892578,4.330039405822753,0.7446808510638298,0.574468085106383,7.2815704345703125,253.72884496158983,742.0,1.3842355963347475,2.1060585230588913,0.7498264570066098,14.358643531799316,0.028775,,
sample_00024,1,2,1667584,0.050890625,18.787601470947266,0.10674773901700974,176.0,96.0,38474,bright,False,9.975000000000001,10.684137344360352,2.1504573822021484,2.1504573822021484,"[2.0269137144088747, 2.293704557418823]",0.2667908430099484,True,21.572784423828125,2.019141436366444,81,82,0.012195121951219513,0.0,64,31.0,-15.5,15.5,3.0,9.975000000000001,1.8539743423461914,1.6744649792894906,2.146422863006592,4.209837913513184,0.7777777777777778,0.5432098765432098,7.090578079223633,73.72866280700363,477.0,0.5119188646417101,2.2701272647827864,0.7679997514061092,7.165774345397949,0.15055,,
sample_00025,1,2,2525473,0.07707131958007812,19.067481994628906,0.10593045502901077,180.0,73.0,36698,bright,False,7.45,10.4492826461792,2.054780960083008,2.054780960083008,"[1.981285309791565, 2.114139699935913]",0.13285439014434797,True,36.536224365234375,3.496529436745011,78,79,0.012658227848101266,0.0,64,11.0,-17.5,11.0,2.5,7.45,1.7804813385009766,1.9335246269519513,1.7804813385009766,4.307611083984375,0.717948717948718,0.44871794871794873,6.312919616699219,90.76368175249712,427.5,0.7223095794655604,2.1350304260849953,0.7519646218663161,8.799482345581055,0.07795,,
sample_00026,1,2,2181744,0.06658154296875,17.570411682128906,0.09815872460603714,179.0,56.0,37353,bright,False,10.15,8.300719261169434,1.9866113662719727,1.9866113662719727,"[1.9414628982543944, 2.0290040969848633]",0.08754119873046884,True,55.741424560546875,6.715252354251267,97,97,0.0,0.0,64,17.5,-17.0,17.0,2.5,10.15,1.8999319076538086,2.0791898412802783,1.8999319076538086,3.8563537597656268,0.8350515463917526,0.4742268041237113,6.508222579956055,142.84358452670097,367.0,1.2044848432818924,1.9720016587525606,0.7269376878153881,12.076910972595215,0.0268,,
sample_00027,1,2,1284498,0.03919976806640625,16.600130081176758,0.09273815900087357,179.0,54.0,36546,bright,False,11.725,7.144576072692871,2.140380859375,2.140380859375,"[2.1040262937545777, 2.187103343009949]",0.08307704925537118,True,60.44776153564453,8.460650557935915,65,65,0.0,0.0,64,21.0,-20.5,20.5,2.5,11.725,2.0868892669677734,1.999689982487605,2.0868892669677734,3.3954282760620123,0.8153846153846154,0.5076923076923077,4.399721145629883,211.28179497999892,492.0,1.4381887465369985,1.9855832094326615,0.735409644259966,13.981973648071289,0.006875,,
sample_00028,1,2,1487037,0.045380767822265626,10.634766578674316,0.0668853223323822,159.0,61.0,38209,bright,False,11.6,5.054628849029541,3.454464912414551,3.454464912414551,"[3.417482852935791, 3.485556173324585]",0.06807332038879377,True,52.44953918457031,10.376536191107348,66,67,0.014925373134328358,0.0,64,18.5,-18.0,18.0,3.5,11.6,3.429114818572998,3.1432112058003745,3.443760395050049,4.471586227416992,1.0,0.9242424242424242,-10.709817886352539,278.3987713256189,566.5,-2.2322708020521254,2.8356058597564697,0.8401656183823761,15.29118537902832,0.023725,,
sample_00029,1,2,1329327,0.040567840576171875,18.148855209350586,0.10311849415302277,176.0,106.0,37919,bright,False,7.575,10.32623291015625,0.687098503112793,0.687098503112793,"[0.5972085237503052, 0.7679124116897583]",0.17070388793945312,True,24.136566162109375,2.337402843041641,63,64,0.015625,0.0,64,15.0,-13.5,13.5,1.5,7.575,0.42912960052490234,0.6969025778392005,1.3598918914794922,3.3767662048339853,0.6349206349206349,0.25396825396825395,6.914308547973633,73.09080910194659,589.0,0.32153683684487433,2.094662107527256,0.7486981149313274,7.1817708015441895,0.135975,,
sample_00030,1,2,2420135,0.07385665893554688,19.448148727416992,0.10685796290636063,182.0,82.0,36583,bright,False,9.925,10.973775863647461,1.6728229522705078,1.6728229522705078,"[1.6123339176177978, 1.750044083595276]",0.1377101659774782,True,36.04786682128906,3.284910068256805,81,82,0.012195121951219513,0.0,64,16.5,-17.0,16.5,2.5,9.925,1.4835824966430664,1.603745213261357,1.6193838119506836,2.9295854568481445,0.8024691358024691,0.41975308641975306,5.8693084716796875,82.85004716070405,407.0,0.8322132123440458,2.0826846435666084,0.746546599055779,8.438281059265137,0.068925,,
sample_00031,1,2,3413734,0.10417889404296875,18.725547790527344,0.10345606505870819,181.0,53.0,38308,bright,False,10.6,9.05019760131836,1.878432273864746,1.878432273864746,"[1.824732518196106, 1.9315401077270509]",0.10680758953094482,True,49.506446838378906,5.470206178831632,103,103,0.0,0.0,64,31.5,-18.0,18.0,2.5,10.6,1.8735361099243164,2.0060317863538426,1.8735361099243164,3.2313955307006834,0.7961165048543689,0.4368932038834951,7.870626449584961,108.67598560632639,353.0,-0.12502658618773116,2.0261252894997597,0.7368223435288681,10.862979888916016,0.023775,,
sample_00032,1,2,3144270,0.09595550537109375,13.802203178405762,0.07978152483701706,173.0,50.0,37351,bright,False,11.05,4.39891242980957,2.0105581283569336,2.0105581283569336,"[1.9548847913742065, 2.065146636962891]",0.11026184558868435,True,45.13084030151367,10.259545062929883,73,73,0.0,0.0,64,19.0,-19.0,19.0,2.5,11.05,1.6039819717407227,1.6894393424465233,1.6039819717407227,2.7728246688842773,0.7397260273972602,0.3835616438356164,5.147915840148926,233.656284193959,410.0,1.132210687127208,2.0705679580569267,0.7473082585226453,22.137653350830078,0.0081,,
sample_00033,1,2,2236983,0.06826730346679688,12.720820426940918,0.07395825535058975,172.0,50.0,36422,bright,False,14.425,4.078238487243652,2.198868751525879,2.198868751525879,"[2.115907907485962, 2.2733094692230225]",0.15740156173706055,True,44.4448356628418,10.89804723334868,95,95,0.0,0.0,64,,-26.5,26.5,2.5,14.425,2.0812768936157227,2.3012890765541476,2.0812768936157227,4.197544288635255,0.8526315789473684,0.5263157894736842,6.255127906799316,228.8693553314081,351.0,0.3059405812978491,2.0493812672793865,0.7389736161994831,23.948816299438477,0.01215,,
sample_00034,1,2,2442321,0.07453372192382812,14.175036430358887,0.08053997904062271,176.0,52.0,35301,bright,False,15.200000000000001,4.853544235229492,2.754887580871582,2.754887580871582,"[2.6913818359375, 2.8337958335876463]",0.1424139976501464,True,51.261531829833984,10.56166985308421,92,92,0.0,0.0,64,39.0,-26.0,26.0,3.5,15.200000000000001,2.8738365173339844,3.253952876381252,2.8738365173339844,5.733064270019533,0.9456521739130435,0.75,9.285075187683105,222.53123021247188,305.5,-0.5805245725123497,2.1935308072715998,0.7579537450105659,20.307758331298828,0.00875,,
sample_00035,1,2,2875653,0.08775796508789062,17.23225212097168,0.09626956284046173,179.0,55.0,36105,bright,False,9.075,7.514552593231201,2.516289710998535,2.516289710998535,"[2.413275671005249, 2.616744065284729]",0.20346839427947971,True,40.38774490356445,5.374604063579789,96,98,0.02040816326530612,0.0,64,13.5,-17.0,13.5,3.0,9.075,2.2520127296447754,2.372807373603185,2.299687385559082,4.9027650356292725,0.8020833333333334,0.6145833333333334,8.249415397644043,128.58233923863003,330.0,-1.0054146041490417,2.1872605830430984,0.7534929251579603,12.898641586303711,0.03745,,
sample_00036,1,2,723849,0.022090118408203126,19.58687973022461,0.10703212767839432,183.0,100.0,36771,bright,False,7.3,11.199651718139648,1.0684289932250977,1.0684289932250977,"[1.0278512716293335, 1.109237504005432]",0.08138623237609854,True,50.06416320800781,4.4701535786975235,26,27,0.037037037037037035,0.0,64,15.5,-14.0,14.0,1.0,7.3,0.9695158004760742,1.3518669238457313,0.9695158004760742,2.6197710037231445,0.46153846153846156,0.23076923076923078,5.300027847290039,182.59110300987192,1669.0,-0.6644503777232765,1.7239164831116796,0.6914361973990573,9.114990234375,0.051425,,
sample_00037,1,2,1028144,0.03137646484375,18.38798713684082,0.10048080235719681,183.0,56.0,36769,bright,False,7.9750000000000005,8.878314971923828,0.8108248710632324,0.8108248710632324,"[0.7609637260437012, 0.8603261470794678]",0.09936242103576653,True,42.360252380371094,4.771204053283561,38,38,0.0,0.0,64,15.5,-16.5,15.5,1.0,7.9750000000000005,0.701143741607666,0.7356138856787431,0.817258358001709,1.90875120162964,0.42105263157894735,0.10526315789473684,3.0351366996765137,171.84709751260732,1023.0,-0.4497545521122102,1.7490453116188291,0.692868719611021,11.299125671386719,0.027775,,
sample_00038,1,2,385992,0.011779541015625,15.299294471740723,0.08692780882120132,176.0,52.0,35463,bright,False,7.8500000000000005,5.492961883544922,2.0847249031066895,2.0847249031066895,"[2.0362747430801393, 2.13741672039032]",0.10114197731018049,True,64.98452758789062,11.830507650628808,21,21,0.0,0.0,64,15.0,-13.0,13.0,2.0,7.8500000000000005,2.0237584114074707,2.252177669888451,2.0237584114074707,3.1589102745056152,0.9047619047619048,0.5238095238095238,4.690351963043213,461.5395657381464,1517.0,1.3049535687498537,2.1446454972028732,0.7483421850151529,19.516803741455078,0.017525,,
sample_00039,1,2,1848953,0.056425567626953124,11.681236267089844,0.06831132620573044,171.0,49.0,35010,bright,False,15.825000000000001,3.2345144748687744,2.6422224044799805,2.6422224044799805,"[2.5829625129699707, 2.707419681549072]",0.12445716857910138,True,56.54984664916992,17.483256633583057,88,88,0.0,0.0,64,29.5,-28.5,28.5,3.0,15.825000000000001,2.635798454284668,2.920172550461509,2.635798454284668,5.109605407714843,0.9431818181818182,0.7159090909090909,10.23184871673584,386.04752672650204,308.5,1.616457886793589,2.229522669687867,0.7656324157570005,30.832855224609375,0.003375,,
sample_00040,1,2,1572541,0.04799014282226562,11.46877670288086,0.06706886738538742,171.0,48.0,36236,bright,False,12.85,3.4526453018188477,2.451200485229492,2.451200485229492,"[2.401277256011963, 2.4973668575286867]",0.09608960151672363,True,47.34388732910156,13.712351889770108,90,90,0.0,0.0,64,23.0,-32.0,23.0,2.5,12.85,2.5036091804504395,2.4627012464735243,2.541166305541992,4.66253833770752,0.8555555555555555,0.6333333333333333,5.984834671020508,324.7382636460304,325.5,-0.027125656006105635,2.2643329831771553,0.7778658363996603,29.281452178955078,0.004525,,
sample_00041,1,2,880883,0.026882415771484376,15.334650039672852,0.08379590511322021,183.0,52.0,37907,bright,False,16.0,5.255412578582764,2.776226043701172,2.776226043701172,"[2.6915459632873535, 2.8717143058776857]",0.1801683425903322,True,59.848140716552734,11.38790529224103,53,53,0.0,0.0,64,,-36.5,36.5,4.5,16.0,2.843667984008789,3.156391539663639,2.843667984008789,6.30820770263672,0.9056603773584906,0.7169811320754716,8.939384460449219,336.51039884892725,653.0,1.8464047531636025,2.2957240119576454,0.7822659514565984,19.43607521057129,0.009475,,
sample_00042,1,2,1006302,0.03070989990234375,14.838637351989746,0.08383411169052124,177.0,53.0,35976,bright,False,9.25,5.298212051391602,1.7830629348754883,1.7830629348754883,"[1.7162791728973388, 1.8570857286453246]",0.14080655574798584,True,42.95709991455078,8.10784836429261,54,54,0.0,0.0,64,33.0,-15.0,15.0,2.5,9.25,1.5521445274353027,1.4512123178552698,1.677560806274414,3.4464855194091806,0.8148148148148148,0.37037037037037035,5.439521789550781,254.1809067764081,540.5,-0.8313448279753014,1.9796077935025096,0.7279428571428571,19.148216247558594,0.0227,,
sample_00043,1,2,2420000,0.0738525390625,15.566981315612793,0.08998255431652069,173.0,56.0,36976,bright,False,10.2,6.847882270812988,2.6771812438964844,2.6771812438964844,"[2.6056773900985717, 2.7502354621887206]",0.14455807209014893,True,41.92543029785156,6.122393557574132,73,73,0.0,0.0,64,16.0,-18.0,16.0,3.0,10.2,2.5510597229003906,2.7472827467199874,2.5510597229003906,5.059572029113769,0.863013698630137,0.6575342465753424,6.6242265701293945,159.46035347978076,432.0,1.397383650774014,2.3285297751426697,0.7728629744714556,13.368419647216797,0.029375,,
sample_00044,1,2,2228415,0.06800582885742187,19.828136444091797,0.09397221356630325,211.0,55.0,38774,bright,False,11.1,9.011637687683105,2.635417938232422,2.635417938232422,"[2.5663377046585083, 2.7131969928741455]",0.1468592882156372,True,54.04610824584961,5.997368083241802,87,87,0.0,0.0,64,29.0,-18.0,18.0,3.0,11.1,2.748135566711426,2.734694097233915,2.748135566711426,4.707153701782227,0.8620689655172413,0.6781609195402298,6.68402099609375,148.38473868473795,423.0,-0.6935175901867536,2.3186870254576206,0.7699963476990505,11.229757308959961,0.03505,,
sample_00045,1,2,1571692,0.0479642333984375,13.465676307678223,0.0778362825512886,173.0,50.0,36087,bright,False,7.125,4.3219218254089355,1.2287969589233398,1.2287969589233398,"[1.170481562614441, 1.282331395149231]",0.11184983253479008,True,41.417022705078125,9.583010609211861,71,71,0.0,0.0,64,27.0,-12.5,12.5,1.5,7.125,1.3376531600952148,1.384124453638641,1.398630142211914,2.9974365234375,0.6619718309859155,0.2535211267605634,5.112963676452637,253.70270141315595,437.0,-0.7706627223264189,1.8908864483237267,0.71131148953278,23.403959274291992,0.026025,,
sample_00046,1,2,2239511,0.06834445190429687,14.156760215759277,0.07908804714679718,179.0,50.0,35745,bright,False,11.950000000000001,4.836106777191162,1.808934211730957,1.808934211730957,"[1.7540796518325805, 1.8615004301071167]",0.10742077827453622,True,52.602027893066406,10.876936824711294,102,102,0.0,0.0,64,22.5,-21.0,21.0,2.5,11.950000000000001,1.95306396484375,2.3200932858037016,1.95306396484375,5.017955017089846,0.7352941176470589,0.47058823529411764,10.598666191101074,238.70199587776395,306.0,0.6180444837214475,1.9437416065484285,0.7275271370420624,21.574481964111328,0.005475,,
