name,has_image,has_label,label_shape,label_dtype,label_compression,label_bytes,label_header_error,shape,dtype,values,value_fractions_0,value_fractions_1,value_fractions_2,n_values,foreground_fraction,border_touch_fraction,per_class_1,per_class_2,surface_class,surface_fraction,surface_thickness_median,surface_thickness_p95,surface_components,surface_fragment_fraction,surface_worst_planarity,surface_junction_fraction,image_shape,image_dtype,image_compression,image_bytes,image_header_error
sample_00056,False,True,"[320, 320, 320]",uint8,LZW,1386121,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.3862927551269531,0.0759998779296875,0.5377073669433594,3,0.6137072448730468,0.030552026485981397,"{'fraction': 0.0759998779296875, 'thickness': {'median': 2.0, 'p95': 2.8284271247461903, 'max': 4.47213595499958, 'mean': 2.330632667835999}, 'components': {'n_components': 8, 'n_components_ge_min_size': 8, 'largest_component_fraction': 0.1418852826333821, 'fragment_fraction': 0.0, 'median_planarity': 0.0068620256077669035, 'worst_planarity': 0.01366608648300585}, 'border_touch_fraction': 0.0, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0025, 'junctions': 10, 'radius': 5}}","{'fraction': 0.5377073669433594, 'thickness': {'median': 62.83311228962003, 'p95': 219.7271034715563, 'max': 329.33873139975503, 'mean': 81.26966550446078}, 'components': {'n_components': 1, 'n_components_ge_min_size': 1, 'largest_component_fraction': 1.0, 'fragment_fraction': 0.0, 'median_planarity': 0.20788689011553504, 'worst_planarity': 0.20788689011553504}, 'border_touch_fraction': 0.03487026801694364, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00025, 'junctions': 1, 'radius': 5}}",1,0.0759998779296875,2.0,2.8284271247461903,8,0.0,0.01366608648300585,0.0025,,,,,
sample_00058,False,True,"[320, 320, 320]",uint8,LZW,555481,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.32831976318359374,0.060787445068359376,0.6108927917480469,3,0.6716802368164062,0.027915068766754605,"{'fraction': 0.060787445068359376, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 4.47213595499958, 'mean': 2.4302232665919385}, 'components': {'n_components': 10, 'n_components_ge_min_size': 10, 'largest_component_fraction': 0.14907401689757882, 'fragment_fraction': 0.0, 'median_planarity': 0.0015769041945054992, 'worst_planarity': 0.004365459010605799}, 'border_touch_fraction': 0.0, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00225, 'junctions': 9, 'radius': 5}}","{'fraction': 0.6108927917480469, 'thickness': {'median': 36.71511950137164, 'p95': 92.1737489744233, 'max': 125.37942414925983, 'mean': 40.37912707343164}, 'components': {'n_components': 1, 'n_components_ge_min_size': 1, 'largest_component_fraction': 1.0, 'fragment_fraction': 0.0, 'median_planarity': 0.2637561537603018, 'worst_planarity': 0.2637561537603018}, 'border_touch_fraction': 0.030692783174519993, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00025, 'junctions': 1, 'radius': 5}}",1,0.060787445068359376,2.0,4.0,10,0.0,0.004365459010605799,0.00225,,,,,
sample_00059,False,True,"[320, 320, 320]",uint8,LZW,995929,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.34711187744140626,0.044211761474609375,0.6086763610839844,3,0.6528881225585937,0.02871854970576107,"{'fraction': 0.044211761474609375, 'thickness': {'median': 2.0, 'p95': 2.8284271247461903, 'max': 4.898979485566356, 'mean': 2.3177852969590518}, 'components': {'n_components': 6, 'n_components_ge_min_size': 6, 'largest_component_fraction': 0.21851537656058992, 'fragment_fraction': 0.0, 'median_planarity': 0.0076436709679956055, 'worst_planarity': 0.01038036494993732}, 'border_touch_fraction': 0.0, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00275, 'junctions': 11, 'radius': 5}}","{'fraction': 0.6086763610839844, 'thickness': {'median': 126.90941626968166, 'p95': 346.43354340828034, 'max': 527.5983320671133, 'mean': 145.7035768140162}, 'components': {'n_components': 1, 'n_components_ge_min_size': 1, 'largest_component_fraction': 1.0, 'fragment_fraction': 0.0, 'median_planarity': 0.2858007812547125, 'worst_planarity': 0.2858007812547125}, 'border_touch_fraction': 0.030804547701849882, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00025, 'junctions': 1, 'radius': 5}}",1,0.044211761474609375,2.0,2.8284271247461903,6,0.0,0.01038036494993732,0.00275,,,,,
sample_00060,False,True,"[320, 320, 320]",uint8,LZW,676537,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.21754086303710937,0.02487359619140625,0.7575855407714843,3,0.7824591369628906,0.023962912712321295,"{'fraction': 0.02487359619140625, 'thickness': {'median': 2.0, 'p95': 2.8284271247461903, 'max': 4.47213595499958, 'mean': 2.3336012406880093}, 'components': {'n_components': 5, 'n_components_ge_min_size': 5, 'largest_component_fraction': 0.3223966883338364, 'fragment_fraction': 0.0, 'median_planarity': 0.001349073842009453, 'worst_planarity': 0.0070572008572195866}, 'border_touch_fraction': 0.0, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.004, 'junctions': 16, 'radius': 5}}","{'fraction': 0.7575855407714843, 'thickness': {'median': 178.202132422707, 'p95': 425.64304293621433, 'max': 599.0692781306683, 'mean': 193.2043530016231}, 'components': {'n_components': 1, 'n_components_ge_min_size': 1, 'largest_component_fraction': 1.0, 'fragment_fraction': 0.0, 'median_planarity': 0.25075061152012207, 'worst_planarity': 0.25075061152012207}, 'border_touch_fraction': 0.024749680387123028, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0, 'junctions': 0, 'radius': 5}}",1,0.02487359619140625,2.0,2.8284271247461903,5,0.0,0.0070572008572195866,0.004,,,,,
sample_00061,False,True,"[320, 320, 320]",uint8,LZW,929641,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.3696936340332031,0.05844317626953125,0.5718631896972656,3,0.6303063659667969,0.029747438725674726,"{'fraction': 0.05844317626953125, 'thickness': {'median': 2.0, 'p95': 3.4641016151377544, 'max': 4.47213595499958, 'mean': 2.335063321170126}, 'components': {'n_components': 11, 'n_components_ge_min_size': 11, 'largest_component_fraction': 0.15907597962681183, 'fragment_fraction': 0.0, 'median_planarity': 0.002555980303560466, 'worst_planarity': 0.0056595633363759066}, 'border_touch_fraction': 0.0, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0035, 'junctions': 14, 'radius': 5}}","{'fraction': 0.5718631896972656, 'thickness': {'median': 56.462376853972415, 'p95': 154.7384890710776, 'max': 312.646765535804, 'mean': 62.76079762404266}, 'components': {'n_components': 1, 'n_components_ge_min_size': 1, 'largest_component_fraction': 1.0, 'fragment_fraction': 0.0, 'median_planarity': 0.30233181373641227, 'worst_planarity': 0.30233181373641227}, 'border_touch_fraction': 0.032787562371213164, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0, 'junctions': 0, 'radius': 5}}",1,0.05844317626953125,2.0,3.4641016151377544,11,0.0,0.0056595633363759066,0.0035,,,,,
sample_00062,False,True,"[320, 320, 320]",uint8,LZW,957209,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.6972996520996094,0.11316094970703125,0.18953939819335938,3,0.30270034790039063,0.061942446151961636,"{'fraction': 0.11316094970703125, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 4.47213595499958, 'mean': 2.422638498229136}, 'components': {'n_components': 15, 'n_components_ge_min_size': 15, 'largest_component_fraction': 0.0802002018307157, 'fragment_fraction': 0.0, 'median_planarity': 0.001644467607610737, 'worst_planarity': 0.009808270540518034}, 'border_touch_fraction': 0.0, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0005, 'junctions': 2, 'radius': 5}}","{'fraction': 0.18953939819335938, 'thickness': {'median': 14.0, 'p95': 40.84115571332428, 'max': 91.9565114605812, 'mean': 17.010683573454077}, 'components': {'n_components': 1, 'n_components_ge_min_size': 1, 'largest_component_fraction': 1.0, 'fragment_fraction': 0.0, 'median_planarity': 0.19455729089710566, 'worst_planarity': 0.19455729089710566}, 'border_touch_fraction': 0.09892402412754372, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0, 'junctions': 0, 'radius': 5}}",1,0.11316094970703125,2.0,4.0,15,0.0,0.009808270540518034,0.0005,,,,,
sample_00064,False,True,"[320, 320, 320]",uint8,LZW,1155545,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.8596326904296875,0.0851654052734375,0.055201904296875,3,0.1403673095703125,0.13357811058284758,"{'fraction': 0.0851654052734375, 'thickness': {'median': 2.0, 'p95': 3.4641016151377544, 'max': 4.47213595499958, 'mean': 2.3740593997823862}, 'components': {'n_components': 13, 'n_components_ge_min_size': 13, 'largest_component_fraction': 0.11230838140968216, 'fragment_fraction': 0.0, 'median_planarity': 0.00368919650628388, 'worst_planarity': 0.023370257598001508}, 'border_touch_fraction': 0.0, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0025, 'junctions': 10, 'radius': 5}}","{'fraction': 0.055201904296875, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.717797887081348, 'mean': 4.034762432534189}, 'components': {'n_components': 1, 'n_components_ge_min_size': 1, 'largest_component_fraction': 1.0, 'fragment_fraction': 0.0, 'median_planarity': 0.3322371724329187, 'worst_planarity': 0.3322371724329187}, 'border_touch_fraction': 0.3396621953322984, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0, 'junctions': 0, 'radius': 5}}",1,0.0851654052734375,2.0,3.4641016151377544,13,0.0,0.023370257598001508,0.0025,,,,,
sample_00065,False,True,"[320, 320, 320]",uint8,LZW,785177,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.30412152099609374,0.02846868896484375,0.6674097900390625,3,0.6958784790039062,0.02694435963422681,"{'fraction': 0.02846868896484375, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 4.898979485566356, 'mean': 2.3891912841592204}, 'components': {'n_components': 5, 'n_components_ge_min_size': 5, 'largest_component_fraction': 0.3179837961027462, 'fragment_fraction': 0.0, 'median_planarity': 0.006463614389233236, 'worst_planarity': 0.025301775743244152}, 'border_touch_fraction': 0.0, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0035, 'junctions': 14, 'radius': 5}}","{'fraction': 0.6674097900390625, 'thickness': {'median': 161.13348503647526, 'p95': 355.22415458199663, 'max': 476.7766772819325, 'mean': 167.6904577824001}, 'components': {'n_components': 1, 'n_components_ge_min_size': 1, 'largest_component_fraction': 1.0, 'fragment_fraction': 0.0, 'median_planarity': 0.20234391482948794, 'worst_planarity': 0.20234391482948794}, 'border_touch_fraction': 0.028093684389769873, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0, 'junctions': 0, 'radius': 5}}",1,0.02846868896484375,2.0,4.0,5,0.0,0.025301775743244152,0.0035,,,,,
sample_00067,False,True,"[320, 320, 320]",uint8,LZW,1186761,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.40031903076171876,0.0492076416015625,0.5504733276367187,3,0.5996809692382813,0.03126662502533034,"{'fraction': 0.0492076416015625, 'thickness': {'median': 2.0, 'p95': 2.8284271247461903, 'max': 4.47213595499958, 'mean': 2.350389564138237}, 'components': {'n_components': 8, 'n_components_ge_min_size': 8, 'largest_component_fraction': 0.1770724543485757, 'fragment_fraction': 0.0, 'median_planarity': 0.0026841518918849787, 'worst_planarity': 0.008694815468148813}, 'border_touch_fraction': 0.0, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00275, 'junctions': 11, 'radius': 5}}","{'fraction': 0.5504733276367187, 'thickness': {'median': 55.46169849544819, 'p95': 117.44019748887452, 'max': 206.27166552873908, 'mean': 57.19283024367681}, 'components': {'n_components': 1, 'n_components_ge_min_size': 1, 'largest_component_fraction': 1.0, 'fragment_fraction': 0.0, 'median_planarity': 0.2062176051814727, 'worst_planarity': 0.2062176051814727}, 'border_touch_fraction': 0.03406159582789802, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0, 'junctions': 0, 'radius': 5}}",1,0.0492076416015625,2.0,2.8284271247461903,8,0.0,0.008694815468148813,0.00275,,,,,
sample_00068,False,True,"[320, 320, 320]",uint8,LZW,1121241,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.8270248718261719,0.046824798583984376,0.12615032958984376,3,0.17297512817382812,0.10839708689886061,"{'fraction': 0.046824798583984376, 'thickness': {'median': 2.0, 'p95': 2.8284271247461903, 'max': 4.47213595499958, 'mean': 2.3509976391990257}, 'components': {'n_components': 7, 'n_components_ge_min_size': 7, 'largest_component_fraction': 0.21591548240139993, 'fragment_fraction': 0.0, 'median_planarity': 0.025730521363824886, 'worst_planarity': 0.08317339949326358}, 'border_touch_fraction': 0.0, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00175, 'junctions': 7, 'radius': 5}}","{'fraction': 0.12615032958984376, 'thickness': {'median': 13.564659966250536, 'p95': 92.39047569960877, 'max': 164.12190591142914, 'mean': 28.232048982144477}, 'components': {'n_components': 1, 'n_components_ge_min_size': 1, 'largest_component_fraction': 1.0, 'fragment_fraction': 0.0, 'median_planarity': 0.24747863647576757, 'worst_planarity': 0.24747863647576757}, 'border_touch_fraction': 0.14863219193292973, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0, 'junctions': 0, 'radius': 5}}",1,0.046824798583984376,2.0,2.8284271247461903,7,0.0,0.08317339949326358,0.00175,,,,,
sample_00069,False,True,"[320, 320, 320]",uint8,LZW,1300921,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.8808104553222657,0.06178472900390625,0.05740481567382812,3,0.11918954467773438,0.15731245597670834,"{'fraction': 0.06178472900390625, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 4.47213595499958, 'mean': 2.377436025037764}, 'components': {'n_components': 9, 'n_components_ge_min_size': 9, 'largest_component_fraction': 0.15628269225639915, 'fragment_fraction': 0.0, 'median_planarity': 0.012804311694302618, 'worst_planarity': 0.024130487166261646}, 'border_touch_fraction': 0.0, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0025, 'junctions': 10, 'radius': 5}}","{'fraction': 0.05740481567382812, 'thickness': {'median': 4.0, 'p95': 6.324555320336759, 'max': 67.91170738539859, 'mean': 4.878899698272375}, 'components': {'n_components': 1, 'n_components_ge_min_size': 1, 'largest_component_fraction': 1.0, 'fragment_fraction': 0.0, 'median_planarity': 0.31675089832443754, 'worst_planarity': 0.31675089832443754}, 'border_touch_fraction': 0.3266276492644233, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0, 'junctions': 0, 'radius': 5}}",1,0.06178472900390625,2.0,4.0,9,0.0,0.024130487166261646,0.0025,,,,,
sample_00070,False,True,"[320, 320, 320]",uint8,LZW,1319305,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.38559130859375,0.06049298095703125,0.5539157104492187,3,0.61440869140625,0.03051714642428847,"{'fraction': 0.06049298095703125, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 4.47213595499958, 'mean': 2.418045195578251}, 'components': {'n_components': 7, 'n_components_ge_min_size': 7, 'largest_component_fraction': 0.1505019084527861, 'fragment_fraction': 0.0, 'median_planarity': 0.0072006907643507685, 'worst_planarity': 0.013607091405139255}, 'border_touch_fraction': 0.0, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00175, 'junctions': 7, 'radius': 5}}","{'fraction': 0.5539157104492187, 'thickness': {'median': 44.31703961232068, 'p95': 110.58028757423268, 'max': 180.94197965093673, 'mean': 49.16448860461734}, 'components': {'n_components': 1, 'n_components_ge_min_size': 1, 'largest_component_fraction': 1.0, 'fragment_fraction': 0.0, 'median_planarity': 0.27414804327250875, 'worst_planarity': 0.27414804327250875}, 'border_touch_fraction': 0.033849915512946874, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0, 'junctions': 0, 'radius': 5}}",1,0.06049298095703125,2.0,4.0,7,0.0,0.013607091405139255,0.00175,,,,,
sample_00072,False,True,"[320, 320, 320]",uint8,LZW,948057,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.6362862243652344,0.033438995361328126,0.3302747802734375,3,0.36371377563476565,0.05155152555681143,"{'fraction': 0.033438995361328126, 'thickness': {'median': 2.0, 'p95': 3.4641016151377544, 'max': 4.47213595499958, 'mean': 2.361145881532653}, 'components': {'n_components': 5, 'n_components_ge_min_size': 5, 'largest_component_fraction': 0.3584134398195174, 'fragment_fraction': 0.0, 'median_planarity': 0.02250317923629115, 'worst_planarity': 0.048935496929964205}, 'border_touch_fraction': 0.0, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0015, 'junctions': 6, 'radius': 5}}","{'fraction': 0.3302747802734375, 'thickness': {'median': 65.5133574166368, 'p95': 212.13203435596427, 'max': 296.49957841454005, 'mean': 79.70172280821471}, 'components': {'n_components': 1, 'n_components_ge_min_size': 1, 'largest_component_fraction': 1.0, 'fragment_fraction': 0.0, 'median_planarity': 0.21552554726039963, 'worst_planarity': 0.21552554726039963}, 'border_touch_fraction': 0.056770910526309955, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00025, 'junctions': 1, 'radius': 5}}",1,0.033438995361328126,2.0,3.4641016151377544,5,0.0,0.048935496929964205,0.0015,,,,,
sample_00074,False,True,"[320, 320, 320]",uint8,LZW,1107289,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.5915178833007813,0.07921078491210938,0.3292713317871094,3,0.40848211669921874,0.0459016422836605,"{'fraction': 0.07921078491210938, 'thickness': {'median': 2.0, 'p95': 3.4641016151377544, 'max': 4.898979485566356, 'mean': 2.358294027910273}, 'components': {'n_components': 12, 'n_components_ge_min_size': 12, 'largest_component_fraction': 0.12243433931311665, 'fragment_fraction': 0.0, 'median_planarity': 0.006769218138795174, 'worst_planarity': 0.012341489199357425}, 'border_touch_fraction': 0.0, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00425, 'junctions': 17, 'radius': 5}}","{'fraction': 0.3292713317871094, 'thickness': {'median': 82.68010643437755, 'p95': 242.932089275995, 'max': 342.0409332229112, 'mean': 96.7312338702706}, 'components': {'n_components': 1, 'n_components_ge_min_size': 1, 'largest_component_fraction': 1.0, 'fragment_fraction': 0.0, 'median_planarity': 0.23205700385570896, 'worst_planarity': 0.23205700385570896}, 'border_touch_fraction': 0.05694391885936437, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0, 'junctions': 0, 'radius': 5}}",1,0.07921078491210938,2.0,3.4641016151377544,12,0.0,0.012341489199357425,0.00425,,,,,
sample_00075,False,True,"[320, 320, 320]",uint8,LZW,457705,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.19926748657226562,0.03566604614257812,0.7650664672851563,3,0.8007325134277343,0.023416059277693083,"{'fraction': 0.03566604614257812, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 4.47213595499958, 'mean': 2.4082322152934856}, 'components': {'n_components': 7, 'n_components_ge_min_size': 7, 'largest_component_fraction': 0.25394517863789406, 'fragment_fraction': 0.0, 'median_planarity': 0.0037383962696346624, 'worst_planarity': 0.007639774547219578}, 'border_touch_fraction': 0.0, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00175, 'junctions': 7, 'radius': 5}}","{'fraction': 0.7650664672851563, 'thickness': {'median': 222.72853431924702, 'p95': 438.1643527262344, 'max': 530.8634476021117, 'mean': 224.06702827259113}, 'components': {'n_components': 1, 'n_components_ge_min_size': 1, 'largest_component_fraction': 1.0, 'fragment_fraction': 0.0, 'median_planarity': 0.23843827658363165, 'worst_planarity': 0.23843827658363165}, 'border_touch_fraction': 0.02450767456392973, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0, 'junctions': 0, 'radius': 5}}",1,0.03566604614257812,2.0,4.0,7,0.0,0.007639774547219578,0.00175,,,,,
sample_00077,False,True,"[320, 320, 320]",uint8,LZW,908969,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.1976864013671875,0.045652557373046875,0.7566610412597656,3,0.8023135986328125,0.023369914247933794,"{'fraction': 0.045652557373046875, 'thickness': {'median': 2.0, 'p95': 2.8284271247461903, 'max': 4.47213595499958, 'mean': 2.3233577385027404}, 'components': {'n_components': 6, 'n_components_ge_min_size': 6, 'largest_component_fraction': 0.20695173546050885, 'fragment_fraction': 0.0, 'median_planarity': 0.008445391556501664, 'worst_planarity': 0.014393630249463853}, 'border_touch_fraction': 0.0, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0015, 'junctions': 6, 'radius': 5}}","{'fraction': 0.7566610412597656, 'thickness': {'median': 43.31281565541543, 'p95': 110.67068265805538, 'max': 240.37470748812154, 'mean': 47.713336667210704}, 'components': {'n_components': 1, 'n_components_ge_min_size': 1, 'largest_component_fraction': 1.0, 'fragment_fraction': 0.0, 'median_planarity': 0.31025819009181754, 'worst_planarity': 0.31025819009181754}, 'border_touch_fraction': 0.02477991990810457, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0, 'junctions': 0, 'radius': 5}}",1,0.045652557373046875,2.0,2.8284271247461903,6,0.0,0.014393630249463853,0.0015,,,,,
sample_00078,False,True,"[320, 320, 320]",uint8,LZW,615065,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.23374063110351562,0.03732733154296875,0.7289320373535156,3,0.7662593688964844,0.024469521367161226,"{'fraction': 0.03732733154296875, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 4.47213595499958, 'mean': 2.396533274369815}, 'components': {'n_components': 6, 'n_components_ge_min_size': 6, 'largest_component_fraction': 0.24479986788124355, 'fragment_fraction': 0.0, 'median_planarity': 0.004714191349477424, 'worst_planarity': 0.008093375447001167}, 'border_touch_fraction': 0.0, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.002, 'junctions': 8, 'radius': 5}}","{'fraction': 0.7289320373535156, 'thickness': {'median': 79.79974937304002, 'p95': 188.21264569629747, 'max': 276.61525626761807, 'mean': 85.62056036072524}, 'components': {'n_components': 1, 'n_components_ge_min_size': 1, 'largest_component_fraction': 1.0, 'fragment_fraction': 0.0, 'median_planarity': 0.29637745547957994, 'worst_planarity': 0.29637745547957994}, 'border_touch_fraction': 0.025722562652170374, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0, 'junctions': 0, 'radius': 5}}",1,0.03732733154296875,2.0,4.0,6,0.0,0.008093375447001167,0.002,,,,,
sample_00079,False,True,"[320, 320, 320]",uint8,LZW,989273,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.3000223388671875,0.0504825439453125,0.6494951171875,3,0.6999776611328125,0.026786569116585578,"{'fraction': 0.0504825439453125, 'thickness': {'median': 2.0, 'p95': 2.8284271247461903, 'max': 4.898979485566356, 'mean': 2.330599476761727}, 'components': {'n_components': 5, 'n_components_ge_min_size': 5, 'largest_component_fraction': 0.22303610419946174, 'fragment_fraction': 0.0, 'median_planarity': 0.016135309297794238, 'worst_planarity': 0.028299927709399927}, 'border_touch_fraction': 0.0, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00275, 'junctions': 11, 'radius': 5}}","{'fraction': 0.6494951171875, 'thickness': {'median': 95.2260468569393, 'p95': 260.5686090073016, 'max': 402.73564530595, 'mean': 109.69672855299132}, 'components': {'n_components': 1, 'n_components_ge_min_size': 1, 'largest_component_fraction': 1.0, 'fragment_fraction': 0.0, 'median_planarity': 0.22863450820825743, 'worst_planarity': 0.22863450820825743}, 'border_touch_fraction': 0.028868577305388953, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0, 'junctions': 0, 'radius': 5}}",1,0.0504825439453125,2.0,2.8284271247461903,5,0.0,0.028299927709399927,0.00275,,,,,
sample_00080,False,True,"[320, 320, 320]",uint8,LZW,1068713,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.43720849609375,0.055114990234375,0.507676513671875,3,0.56279150390625,0.03331606797518994,"{'fraction': 0.055114990234375, 'thickness': {'median': 2.0, 'p95': 2.8284271247461903, 'max': 4.47213595499958, 'mean': 2.336394419499384}, 'components': {'n_components': 6, 'n_components_ge_min_size': 6, 'largest_component_fraction': 0.18646595142435693, 'fragment_fraction': 0.0, 'median_planarity': 0.002639451045664422, 'worst_planarity': 0.0031800138597165946}, 'border_touch_fraction': 0.0, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00325, 'junctions': 13, 'radius': 5}}","{'fraction': 0.507676513671875, 'thickness': {'median': 84.970583144992, 'p95': 247.07124477949176, 'max': 377.8835799555202, 'mean': 99.82492096318965}, 'components': {'n_components': 1, 'n_components_ge_min_size': 1, 'largest_component_fraction': 1.0, 'fragment_fraction': 0.0, 'median_planarity': 0.18975448308387954, 'worst_planarity': 0.18975448308387954}, 'border_touch_fraction': 0.03693296714552888, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0, 'junctions': 0, 'radius': 5}}",1,0.055114990234375,2.0,2.8284271247461903,6,0.0,0.0031800138597165946,0.00325,,,,,
sample_00081,False,True,"[320, 320, 320]",uint8,LZW,885481,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.20642361450195312,0.03197909545898438,0.7615972900390625,3,0.7935763854980469,0.023627215152366886,"{'fraction': 0.03197909545898438, 'thickness': {'median': 2.0, 'p95': 2.8284271247461903, 'max': 4.47213595499958, 'mean': 2.335942840637355}, 'components': {'n_components': 7, 'n_components_ge_min_size': 7, 'largest_component_fraction': 0.30540867323032644, 'fragment_fraction': 0.0, 'median_planarity': 0.005721242861300322, 'worst_planarity': 0.008057611817717109}, 'border_touch_fraction': 0.0, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0015, 'junctions': 6, 'radius': 5}}","{'fraction': 0.7615972900390625, 'thickness': {'median': 88.9719056781409, 'p95': 211.47151107359943, 'max': 331.2883940013595, 'mean': 95.92654700683575}, 'components': {'n_components': 1, 'n_components_ge_min_size': 1, 'largest_component_fraction': 1.0, 'fragment_fraction': 0.0, 'median_planarity': 0.30749375596700446, 'worst_planarity': 0.30749375596700446}, 'border_touch_fraction': 0.024619310290663336, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0, 'junctions': 0, 'radius': 5}}",1,0.03197909545898438,2.0,2.8284271247461903,7,0.0,0.008057611817717109,0.0015,,,,,
sample_00082,False,True,"[320, 320, 320]",uint8,LZW,1033625,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.4108485107421875,0.0733382568359375,0.515813232421875,3,0.5891514892578125,0.031825430881317875,"{'fraction': 0.0733382568359375, 'thickness': {'median': 2.0, 'p95': 3.4641016151377544, 'max': 4.47213595499958, 'mean': 2.3507629409408484}, 'components': {'n_components': 9, 'n_components_ge_min_size': 9, 'largest_component_fraction': 0.12533144026085785, 'fragment_fraction': 0.0, 'median_planarity': 0.003935807787098555, 'worst_planarity': 0.007448731865871426}, 'border_touch_fraction': 0.0, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.003, 'junctions': 12, 'radius': 5}}","{'fraction': 0.515813232421875, 'thickness': {'median': 41.7612260356422, 'p95': 112.82109672270381, 'max': 203.57799488156869, 'mean': 47.78944523777246}, 'components': {'n_components': 1, 'n_components_ge_min_size': 1, 'largest_component_fraction': 1.0, 'fragment_fraction': 0.0, 'median_planarity': 0.2807588703494998, 'worst_planarity': 0.2807588703494998}, 'border_touch_fraction': 0.03635036641453333, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0, 'junctions': 0, 'radius': 5}}",1,0.0733382568359375,2.0,3.4641016151377544,9,0.0,0.007448731865871426,0.003,,,,,
